supplier_id,item_id,num_txns,total_quantity,total_spend
102,7151,1,3.0,957.6
102,7305,1,4.0,698.0
102,732,3,46.0,6047.87
102,7331,1,30.0,3997.2
102,7399,1,8.0,574.32
102,7483,1,311.36,934.08
102,7521,1,60.0,14026.2
102,7574,1,4.0,463.56
102,7628,1,10.0,495.0
102,7695,1,1.0,198.07
102,7716,1,5.0,1074.15
102,777,1,2.0,278.6
102,7801,1,10.0,2337.7
102,785,1,1.0,7755.0
102,786,1,4.0,413.0
102,7872,1,1.0,6.0
102,788,1,4.0,792.28
102,7916,1,4.0,788.0
102,7966,1,6.0,554.88
102,8014,1,5.0,918.05
102,8053,1,16.0,5426.4
102,8056,1,160.0,25616.13
102,8061,1,1.0,6911.21
102,81,1,1.0,14633.17
102,812,1,6.0,382.62
102,8140,1,1.0,6427.87
102,8180,1,15.0,3675.0
102,8281,1,2.0,31.46
102,8299,1,2.0,103.04
102,8330,1,20.0,3187.6
102,8331,1,5.0,318.85
102,8333,1,10.0,1836.1
102,8337,1,30.0,3869.4
102,8364,1,4.0,698.0
102,8372,1,8.0,4963.92
102,988,1,4.0,737.32
102,99,1,49.0,9117.0
1020,8401,1,1.0,15160.0
1021,2198,1,1.0,9480.0
1021,4217,1,1.0,7500.0
1021,5662,1,1.0,0.0
1021,6151,1,1.0,7200000.0
1021,7715,1,1.0,0.0
1022,143,1,1.0,6034.0
1023,4465,1,1.0,6556.0
1024,4903,1,6.0,14112.48
1024,4936,1,1.0,16915.28
1025,4365,1,1.0,11950.0
1026,4337,1,1.0,599750.0
1027,2038,1,1.0,6.45
1027,4290,1,1.0,146.1
1027,50,1,1.0,0.23
1028,6074,1,400.0,2400.0
103,8119,1,1.0,18000.0
1030,740,1,300.0,28500.0
1031,1346,1,2.0,1398.0
1032,507,1,1.0,10000.0
1033,2993,1,1.0,6234.69
1034,3761,1,1.0,984.45
1034,5441,1,35.0,13918.1
1035,1254,1,1.0,20986.0
1035,1818,1,1.0,18428.0
1035,2325,1,1.0,37526.5
1035,3960,1,1.0,356.0
1035,401,1,1.0,245.0
1035,4283,1,1.0,38816.0
1035,4758,1,1.0,395.0
1035,4908,1,5.0,595.0
1035,5592,1,1.0,0.0
1035,5620,1,5.0,8.75
1035,5775,1,4.0,134000.0
1035,6819,1,1.0,24888.79
1035,7651,1,1.0,0.0
1035,8432,1,1.0,29022.51
1036,4807,1,2150.0,25327.0
1037,507,1,1.0,154845.0
1038,3110,1,1.0,941.56
1038,6621,1,1.0,18206.47
1038,7468,1,1.0,815.37
1038,7862,1,3500.0,9170.0
1039,2272,1,1.0,60825.0
104,8163,1,4.0,10707.38
1040,3060,1,1.0,8985.0
1041,1225,1,1.0,46908.0
1041,2036,1,1.0,6685.12
1041,2067,1,1.0,3660.0
1041,2317,1,2.0,139.6
1041,2425,1,1.0,5160.0
1041,2463,1,1.0,1287.0
1041,2660,2,2.0,27939.9
1041,2816,2,120.0,3638.0
1041,332,3,3.0,260393.5
1041,3578,1,1.0,274.8
1041,3823,1,100000.0,3239000.0
1041,3909,1,2.0,109.0
1041,4035,1,1.0,7200.0
1041,5216,1,1.0,82827.75
1041,5752,1,160.0,4800.0
1041,6513,1,20.0,910.0
1041,673,1,1.0,9426.91
1041,730,1,1.0,4662.0
1041,7433,1,1.0,0.0
1041,8336,1,1.0,16131.24
1041,8369,1,1.0,72.5
1041,8409,1,40.0,140.0
1042,3875,1,5.0,210.0
1043,4248,1,1.0,206225.0
1043,4728,1,1.0,428400.0
1043,7259,1,1.0,227040.0
1044,1483,1,8.0,826.56
1044,2180,1,1.0,10246.98
1044,2377,1,100.0,175.0
1044,384,1,24.0,3676.08
1044,677,1,1.0,4809.3
1044,7202,1,4.0,259.6
1045,153,1,1.0,16707.0
1046,3953,1,10.0,1197.7
1047,1805,1,1.0,779283.36
1048,2979,1,1.0,40.0
1049,7633,1,1.0,139750.0
105,4929,1,1.0,11350.0
1050,5971,1,1.0,3867.5
1050,6231,1,1.0,13500.41
1051,1215,1,50.0,629.0
1051,3676,1,75.0,150.75
1051,5251,1,100.0,332.0
1052,1020,1,1.0,7140.0
1053,2217,1,1.0,0.0
1053,2980,1,1.0,80000.0
1053,7307,1,1.0,0.0
1054,4147,1,1.0,8573.59
1055,2277,1,1.0,15000.0
1055,6042,1,1.0,1225.0
1055,8217,1,1.0,4605.0
1056,2589,1,1.0,72580.0
1056,2838,1,1.0,32638.01
1056,6986,1,1.0,12569.73
1057,7812,1,1.0,12000.0
1058,2067,2,2.0,30946.0
1058,4967,1,14.0,3087.0
1058,5216,1,1.0,4921.95
1058,57,2,2.0,104402.4
1058,65,2,2750.0,66455.0
1058,6811,1,1.0,30960.0
1059,4159,1,30.0,28500.0
106,3427,1,1.0,5954.0
1060,250,1,1.0,51554.0
1060,3812,1,4.0,36043.92
1060,6777,1,1.0,249128.0
1061,3371,1,1.0,67.0
1062,154,1,1.0,11950.0
1062,1837,1,650.0,1456.0
1062,3180,1,10000.0,21000.0
1063,4641,1,1.0,123433.0
1064,2902,1,1.0,500000.0
1065,1105,1,1.0,2367.84
1065,1224,1,1.0,3391.32
1065,1262,1,1.0,1176.37
1065,1349,1,1.0,5783.25
1065,1395,1,1.0,2729.11
1065,1707,1,1.0,345.95
1065,2367,1,1.0,177.54
1065,2378,1,1.0,1579.7
1065,3417,1,1.0,11976.0
1065,3948,1,1.0,0.0
1065,4042,1,1.0,1542.06
1065,45,1,1.0,823.0
1065,4552,1,8.0,325.92
1065,4631,1,1.0,3005.84
1065,4710,1,1.0,1762.56
1065,4892,1,2.0,684.22
1065,5204,1,1.0,43120.87
1065,5244,1,60.0,55.8
1065,5259,1,1.0,148.0
1065,5720,1,1.0,5338.5
1065,5838,1,1.0,2826.9
1065,5980,1,2.0,413.9
1065,6168,1,1.0,7859.7
1065,67,6,6.0,30727.64
1065,6829,1,4.0,963.92
1065,6975,1,1.0,1833.44
1065,7445,1,1.0,1801.78
1065,75,1,50.0,109.5
1065,7752,1,2.0,3399.9
1065,8044,1,1.0,122.56
1065,8164,1,1.0,5727.8
1065,8172,1,2.0,36.9
1065,8239,1,300.0,1797.0
1066,1378,1,1.0,13702.87
1067,1583,1,1.0,12000.0
1067,1604,1,1.0,30000.0
1067,3257,2,2.0,33384.520000000004
1067,3351,1,1.0,13090.0
1067,3397,1,1.0,989858.0
1067,3711,1,1.0,65419.0
1067,4457,1,1.0,73413.0
1067,4858,1,1.0,8227.5
1067,7184,1,1.0,1021009.0
1068,6622,1,1.0,250366.0
1069,6586,1,1.0,0.0
1069,6874,1,1.0,51386.0
107,6491,1,6.0,3.84
107,7247,1,1.0,67.7
1070,2141,1,1.0,0.0
1071,3636,1,125.0,42500.0
1072,3786,1,1.0,9999.99
1073,6036,1,1.0,112.92
1073,6810,1,288.0,1304.64
1074,7045,1,12.0,1557.6
1075,1235,1,1.0,19035.0
1076,5942,1,80.0,2760.8
1077,3620,1,1.0,100200.0
1077,6598,1,1.0,5469.0
1078,153,1,1.0,9970.0
1079,742,1,1.0,9065.83
108,2352,1,1.0,4999.99
1080,1938,1,1.0,0.0
1080,5851,1,1.0,8964.0
1081,2820,1,1.0,500000.0
1082,6106,1,1.0,65.29
1083,6194,1,1.0,7000.0
1084,2086,1,1.0,12960.0
1085,2805,1,1.0,73550.0
1086,1802,1,17.0,849.15
1087,1681,1,1.0,100000.0
1088,7911,1,1.0,51477.0
1089,3882,1,1.0,20322.76
109,3571,1,1.0,28800.0
1090,2769,1,1.0,5423.92
1090,3396,1,1.0,17688.17
1091,6549,1,1.0,56.0
1092,626,1,1.0,100000.0
1093,3658,1,20.0,800.0
1093,4272,1,5.0,273.75
1094,1632,1,1.0,13320.4
1094,1781,1,1.0,19.9
1094,2133,1,5.0,515.0
1094,215,1,1.0,5965.32
1094,2784,1,3.0,69.6
1094,3646,1,5.0,4615.0
1094,368,1,1.0,5897.67
1094,4152,1,1.0,228.0
1094,4165,1,1.0,175.0
1094,4781,1,1.0,56.0
1094,4886,1,2.0,338.0
1094,7054,1,1.0,80.0
1094,7499,1,10.0,119.8
1095,1397,1,1.0,21165.42
1095,6692,1,1.0,32217.5
1095,7461,1,1.0,14225.7
1095,7640,1,1000.0,240.0
1096,1138,1,1.0,6410.0
1096,8365,1,1.0,5495.0
1097,6616,1,500.0,4175.0
1098,6332,1,1.0,0.0
1099,6461,1,2.0,1500.0
11,507,1,1.0,10000.0
110,395,1,1.0,36119.6
1101,2184,1,1.0,51238.83
1102,875,1,1.0,7750.0
1103,5684,1,4.0,55.8
1104,3260,1,1.0,43812.0
1105,5276,1,1.0,61462.05
1105,5561,1,1.0,13290.94
1106,3989,1,1.0,5010.0
1107,1058,1,1.0,7418.0
1107,1124,2,6.0,113.94
1107,1172,1,1.0,155.99
1107,1185,1,2.0,5948.0
1107,1276,1,5.0,117.5
1107,1362,1,60.0,28591.2
1107,1603,1,12.0,92.04
1107,2283,1,1.0,578.99
1107,2484,1,3.0,5999.97
1107,2486,1,1.0,674.0
1107,2551,1,2.0,289.98
1107,2619,1,1.0,244.99
1107,277,1,4.0,63.96
1107,280,1,4.0,28.0
1107,2847,1,1.0,46.99
1107,2874,1,50.0,499.5
1107,296,1,2.0,231.98
1107,3046,1,2.0,595.98
1107,3121,1,1.0,239.99
1107,3166,1,5.0,164.95
1107,3366,1,1.0,1884.0
1107,3389,1,1.0,310.0
1107,3510,1,3.0,863.97
1107,3779,1,1.0,6531.6
1107,387,1,4.0,95.96
1107,39,1,24.0,7683.6
1107,3980,1,1.0,1419.99
1107,4009,1,1.0,0.78
1107,4059,1,2.0,380.0
1107,464,1,2.0,157.32
1107,4661,1,1.0,549.99
1107,4743,1,1.0,149.99
1107,484,1,1.0,139.99
1107,4868,1,15.0,358.35
1107,5034,1,7.0,1130.5
1107,5047,1,4.0,99.96
1107,5192,1,5.0,160.2
1107,5348,1,2.0,599.98
1107,5595,1,1.0,4879.0
1107,5724,1,1.0,3399.99
1107,5898,1,1.0,3583.15
1107,5958,1,1.0,748.99
1107,7372,1,1.0,215281.5
1107,738,1,1.0,7072.33
1107,7654,1,1.0,292.0
1107,8100,1,2.0,1419.98
1107,8204,1,6.0,8916.24
1107,8278,1,1.0,23.99
1107,860,1,1.0,114048.0
1107,89,1,6.0,18691.38
1108,4014,1,1.0,5340.0
1109,1717,1,12.0,204.0
1109,5817,1,2.0,400.0
111,3368,1,1.0,675800.0
111,5010,1,1.0,1520.0
111,5023,1,10.0,3207.8
111,5433,1,1.0,5453.6
111,7407,1,2.0,48.88
1110,3386,1,1.0,8001.5
1111,593,1,3.0,3810.0
1112,757,1,1.0,32673.37
1113,1138,3,3.0,28756.9
1113,2165,1,1.0,5800.0
1113,4496,1,1.0,100.0
1114,13,1,1.0,197000.0
1115,2973,1,1.0,8485.0
1116,2079,1,5.0,926.5
1117,5533,1,9.0,375.75
1118,790,1,1.0,9186.0
1119,2936,1,70.0,2555.0
112,2988,1,1.0,0.0
112,3447,1,1.0,7333.0
112,4432,1,1.0,18546.5
112,6926,1,1.0,534102.49
112,7922,1,1.0,2700.0
1121,282,1,16.0,832.0
1122,7973,1,1.0,1000.0
1123,225,1,1.0,89975.0
1124,2679,1,1.0,9626.3
1124,7572,1,1.0,213.28
1125,1691,1,1.0,1965.0
1126,7933,1,1.0,9970.0
1127,2426,1,1.0,400000.0
1128,8413,1,1.0,132569.0
1129,2945,1,4.0,324.0
1129,3328,1,12.0,1768.92
113,3894,1,1.0,2705.0
1130,7620,1,1.0,50000.0
1131,8400,1,1.0,14712500.0
1132,6980,1,1.0,3725.0
1133,8318,1,26.0,3275.74
1134,1156,1,1.0,3466.0
1134,1374,1,2.0,23.0
1134,2994,1,1.0,3466.0
1134,326,1,15.0,525.0
1134,3419,1,1.0,271.0
1134,5402,1,1.0,34395.0
1134,625,1,500.0,8250.0
1134,651,1,2.0,97.84
1134,6694,1,1.0,2863.0
1135,4957,1,110.0,1490.5
1136,2433,1,1.0,2328.19
1136,5144,1,1.0,0.0
1137,2477,1,1.0,29872.8
1137,7309,1,1.0,28455.0
1138,8362,1,17.0,340.0
1139,31,1,1.0,4999.99
114,5030,1,115.0,9142.5
1140,1725,1,3.0,3690.0
1140,223,1,2.0,280.0
1140,721,1,20.0,132.8
1142,143,1,1.0,30000.0
1143,2770,1,1.0,47440.0
1143,6195,1,1.0,4995.0
1144,1913,1,200.0,4492.0
1144,3867,1,1.0,25812.0
1144,4229,1,100.0,2062.0
1145,143,1,1.0,10000.0
1146,1808,1,1.0,6410.1
1147,4841,1,10.0,85.0
1147,5841,1,10.0,65.3
1148,7529,1,1.0,20400.0
1149,585,1,20000.0,18228.0
1149,7266,1,1.0,21760.0
115,5315,1,1.0,5249.44
115,6613,1,1.0,5251.68
115,8359,1,56.0,1160.88
115,8398,1,1.0,6289.92
1150,1803,1,1.0,183921.32
1150,7216,1,1.0,7312.22
1150,8075,1,21760.0,41779.2
1151,1508,1,4.0,1560.0
1151,2002,1,11.0,118.25
1151,2688,1,48.0,94350.72
1151,2794,1,2.0,421.08
1151,3014,1,500.0,42790.0
1151,6200,1,1.0,8960.6
1151,6514,1,4.0,220.0
1151,6791,1,1.0,12093.02
1151,7023,1,20.0,12422.4
1151,8416,1,1.0,6454106.65
1152,1077,1,1.0,0.0
1152,1138,1,1.0,5220.0
1153,129,1,1.0,15000.0
1154,1761,1,3100.8,3100.8
1154,340,1,1.0,471.18
1154,3540,1,1.0,15000.0
1155,3476,1,1.0,86526.0
1156,634,1,1.0,91587.0
1157,3685,1,1.0,1104.2
1158,5164,1,30.0,960.0
1158,8207,1,200.0,5200.0
1159,4731,1,1.0,307.15
116,5858,1,440.0,10445.6
1160,634,1,1.0,105000.0
1161,3122,1,1.0,1366.4
1161,3214,1,1.0,3658.0
1161,471,1,1.0,10271.38
1162,2624,1,20000.0,20000.0
1162,272,1,6.0,27.54
1162,4164,1,12.0,52.08
1162,6679,1,1.0,59.97
1162,7921,1,20.0,20.6
1163,2811,1,1.0,15035.57
1164,5127,1,1.0,53698.0
1165,4184,1,6.0,8.04
1165,5453,1,5.0,24750.0
1166,4418,1,1.0,282385000.0
1167,1432,1,40.0,13689.6
1168,2457,1,1.0,705784.0
1168,4104,1,1.0,48000000.0
1168,4600,1,1.0,14959.19
1168,5902,1,1.0,45000.0
1169,6427,1,5.0,4735.0
1169,6749,1,1.0,707.2
117,2780,1,1.0,4999.99
1170,1256,1,2.0,35.0
1171,990,1,64.0,55008.0
1172,8133,1,2.0,249900.0
1173,6809,1,2.0,359.2
1174,182,1,1.0,49000.0
1174,2767,1,1.0,14371.88
1174,4837,1,1.0,300648.0
1175,3967,1,1.0,36.98
1176,4330,1,1.0,60000.0
1176,5692,1,1.0,28500.0
1177,2894,1,1.0,10745.44
1178,396,1,60.0,858.0
1179,8382,1,1755.0,254475.0
118,6463,1,1.0,135400.0
1180,5784,1,1.0,44605.09
1181,129,1,1.0,15000.0
1182,4384,1,1.0,46675.2
1183,7281,1,1.0,91280.6
1184,1755,1,1.0,147217.0
1184,4873,1,1.0,43429.02
1185,4914,1,1.0,87950.0
1186,145,1,8.0,227.36
1186,4947,1,80.0,13541.6
1187,3155,1,1.0,363212.0
1188,2668,1,1.0,22480.0
1189,3694,1,1.0,123.0
1189,4478,1,1.0,5205.46
1189,4639,1,1.0,931.0
1189,6075,1,1.0,251.07
1189,6658,1,1.0,1012.0
1189,6882,1,4.0,55.0
119,336,1,1.0,14575.0
1190,1868,1,6.0,4038.0
1191,4876,1,1.0,26160.0
1192,2941,1,4.0,17180.0
1193,1651,1,6.0,96.0
1193,3588,2,1701.0,485586.27
1193,3819,1,5.0,230.0
1193,4242,1,8.0,280.0
1193,7792,1,1.0,3170.0
1193,7814,1,4890.0,4890.0
1193,8320,1,12.0,330.0
1194,6031,1,1.0,32810.0
1195,1875,1,1.0,975579.75
1195,217,1,1.0,0.0
1195,5024,1,1.0,122648.39
1195,6712,1,1.0,498243.96
1195,7048,1,1.0,0.0
1196,2399,1,1.0,355.77
1197,3747,1,1.0,10887.5
1198,2040,1,36.0,14364.0
1198,4378,1,1.0,1250.0
1198,6805,1,1.0,21252.0
1199,1431,1,10.0,13575.0
1199,2785,1,1.0,56832.3
1199,7290,1,8.0,2640.0
12,1545,1,1.0,68172.25
120,1031,1,2.0,1180.3
120,104,1,9.0,12501.55
120,1046,1,1.0,9706.9
120,1184,1,6.0,1152.0
120,1253,1,5.0,6891.5
120,13,1,2.0,209.44
120,1426,1,1.0,5483.81
120,1517,1,12.0,19096.07
120,1538,1,752.0,6865.76
120,1542,1,1.0,21.08
120,1587,2,2.0,30241.719999999998
120,1787,1,20.0,18612.0
120,1885,1,9.0,5311.35
120,1922,1,7.0,242.76
120,2241,1,10.0,1434.8
120,2393,1,79.0,2847.16
120,2394,2,10.0,183.6
120,2525,1,1.0,5446.0
120,2743,1,5.0,1282.35
120,2760,1,1.0,66.64
120,2766,1,10.0,8739.5
120,2947,1,24.0,32.64
120,3010,1,2.0,70.72
120,3025,1,1381.0,592449.0
120,3115,1,1.0,85.0
120,3171,1,17.0,10032.55
120,3200,1,7.0,7286.61
120,3221,2,2.0,16.0
120,3431,1,3.0,69.36
120,3683,1,6.0,7369.02
120,3788,1,1.0,70.04
120,3870,1,5.0,1282.35
120,3923,1,1.0,111.52
120,3978,1,18.0,2966.76
120,398,2,54.0,228.0
120,4009,1,1.0,0.0
120,4030,1,15.0,2662.2
120,4115,1,8.0,2090.4
120,4199,1,30.0,7839.0
120,425,1,3.0,456.21
120,4282,1,30.0,21233.7
120,4386,1,60.0,15678.0
120,4442,1,8.0,65.28
120,4443,1,1.0,6507.6
120,4504,1,1.0,30718.74
120,463,1,12.0,96.0
120,4650,1,1.0,63485.52
120,4779,1,5.0,6891.5
120,4856,1,1.0,1464.94
120,487,1,1.0,24345.96
120,491,2,129.0,2928.08
120,4988,1,1.0,85.0
120,5001,1,20.0,707.2
120,5090,1,1.0,1378.3
120,5254,1,116.0,16407.04
120,5272,1,1.0,0.0
120,5442,1,29.0,2405.84
120,5550,1,4.0,807.84
120,556,4,13.0,86.0
120,5585,1,2.0,36.72
120,5650,1,6.0,2346.0
120,5695,1,1.0,11847.47
120,5766,1,4.0,380.8
120,6034,1,1.0,8764.91
120,6147,1,6.0,1538.82
120,6174,1,8.0,288.32
120,6215,1,5.0,2006.0
120,6589,1,1.0,44.88
120,6593,1,20.0,5226.0
120,6629,1,5.0,425.0
120,6716,1,1.0,46712.05
120,6719,1,19.0,17681.4
120,6925,1,4.0,1313.2
120,7128,1,5.0,2006.0
120,7316,1,300.0,29880.0
120,7349,1,1.0,590.15
120,7377,1,1.0,99.6
120,7401,1,6.0,510.0
120,7507,1,25.0,867.0
120,771,1,1.0,0.0
120,7846,1,19.0,11212.85
120,789,2,1385.0,48973.6
120,7934,1,8.0,4721.2
120,8205,1,200.0,19040.0
120,8303,1,19.0,4964.7
120,8415,1,1.0,10545.89
120,8434,1,5.0,1132.2
120,861,1,160.0,41808.0
120,874,1,60.0,480.0
120,890,1,2.0,0.0
1200,181,1,3.0,418.53
1200,3832,1,5.0,1905.0
1200,537,1,1.0,38796.8
1201,6027,1,1.0,26500.0
1202,7668,1,1.0,399101.94
1203,4629,1,20.0,2182.4
1203,7069,1,8.0,804.0
1204,5424,1,1.0,14175.0
1205,850,1,1.0,10071.34
1206,6058,1,1.0,34018.27
1207,6290,1,1.0,6477.83
1208,3898,1,1.0,12470.0
1208,696,1,2.0,789.4
1208,7088,1,12.0,325.8
1209,1000,1,5.0,431.95
1209,1342,1,3.0,137.97
1209,2841,1,1.0,239.99
1209,4788,1,1.0,263.0
1209,5571,1,1.0,5232.0
1209,5611,1,1.0,5931.05
1209,5721,1,1.0,1666.38
1209,6382,1,1.0,347.96
1209,6796,1,1.0,50.99
1209,7077,1,1.0,4200.2
1210,1300,1,1.0,3705.13
1210,1534,1,60.0,762.0
1210,1625,1,1.0,1005.21
1210,306,3,3.0,13101.07
1210,323,1,1.0,1151.3
1210,338,1,1.0,987.31
1210,3473,1,1.0,1868.61
1210,3907,1,1.0,1515.08
1210,4519,1,1.0,11944.28
1210,4651,1,1.0,22590.0
1210,5297,1,75.0,1791.75
1210,5469,1,1.0,372.12
1210,5694,1,1.0,9080.61
1210,6004,1,1.0,8361.65
1210,6975,1,40000.0,7800.0
1210,7082,1,1.0,22348.19
1210,7845,1,1.0,5558.72
1210,7859,1,1.0,11400.21
1210,8311,1,1.0,1903.76
1210,8418,1,1.0,4566.79
1211,7467,1,1.0,90000.0
1212,503,1,1.0,18409.07
1213,1921,1,1.0,1783.08
1213,2070,1,2.0,76.3
1213,4077,1,12.0,357.6
1213,4477,1,125.0,997.5
1213,482,1,5.0,101.35
1213,497,1,40.0,551.6
1213,5432,1,1.0,6.74
1213,5672,1,1.0,1364.34
1213,5705,1,1.0,868.16
1213,6620,1,1.0,1945.59
1213,6691,1,1.0,153.52
1213,6724,1,30.0,115.8
1213,7080,1,150.0,442.5
1213,7388,1,8.0,38.8
1213,8064,1,30.0,87.0
1213,8474,1,1.0,470.0
1214,1431,1,3.0,4500.0
1214,1829,1,1.0,0.0
1214,6067,1,1.0,280.0
1215,1207,1,1.0,51055.0
1216,3972,1,1.0,5327.1
1217,4842,1,900.0,23571.0
1218,5607,1,1.0,4983.0
1218,803,1,5.0,2209.5
1219,4736,1,12.0,1644.0
122,406,1,1.0,80000.0
122,5116,1,1.0,45950.0
1220,3974,1,1.0,8797.2
1221,6532,1,2.0,5403.72
1222,1218,1,1.0,283060.0
1223,3300,1,424.0,29548.56
1224,634,1,1.0,6653.0
1225,1367,1,1.0,1669.95
1225,1811,1,1.0,4994.58
1225,1889,1,1.0,390000.0
1225,2097,1,1.0,251.5
1225,2257,1,1.0,2718.34
1225,2887,1,1.0,2695.41
1225,3202,1,1.0,5671.6
1225,3233,1,1.0,25000.0
1225,3618,1,1.0,62.01
1225,3778,1,1.0,1620.72
1225,3957,1,1.0,472.5
1225,4174,1,1.0,639.81
1225,4314,1,1.0,298.26
1225,5360,1,1.0,482.4
1225,5573,1,4.0,51.04
1225,5579,1,1.0,7468.99
1225,5726,1,1.0,2269.92
1225,6008,1,18000.0,18000.0
1225,6144,1,1.0,6838.25
1225,6260,1,1.0,2715.28
